"stratum","circle","count_year","country","state","bcr","lon","lat","stratum_area_km2","bcr_name","field_hours","feeder_hours","nocturnal_hours","how_many","detections_per_circle","total_counts","num_detections","total_individuals","nonzero_circles","circles_per_stratum","circle_detection_ratio","scaled_effort","circle_vec","strata_vec","year_vec"
"CA-BC-BCR-05","CA-BC-BroughtonStrait",1995,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",26,0,0,0,8,1439,275,51168,29,56,0.517857142857143,0.209163638526201,1,1,30
"CA-BC-BCR-05","CA-BC-BroughtonStrait",1996,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",36.3,0,0,0,8,1439,275,51168,29,56,0.517857142857143,0.292024618403888,1,1,31
"CA-BC-BCR-05","CA-BC-BroughtonStrait",1997,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",54,0,0,8,8,1439,275,51168,29,56,0.517857142857143,0.434416787708263,1,1,32
"CA-BC-BCR-05","CA-BC-BroughtonStrait",1998,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",32,0,0,28,8,1439,275,51168,29,56,0.517857142857143,0.257432170493786,1,1,33
"CA-BC-BCR-05","CA-BC-BroughtonStrait",1999,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",35.5,4,0,4,8,1439,275,51168,29,56,0.517857142857143,0.285588814141543,1,1,34
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2000,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",29.5,11,0,0,8,1439,275,51168,29,56,0.517857142857143,0.237320282173959,1,1,35
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2001,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",35.5,7,0,0,8,1439,275,51168,29,56,0.517857142857143,0.285588814141543,1,1,36
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2002,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",40,5,0,0,8,1439,275,51168,29,56,0.517857142857143,0.321790213117232,1,1,37
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2003,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",39,6,0,0,8,1439,275,51168,29,56,0.517857142857143,0.313745457789301,1,1,38
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2004,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",47.75,3,0,8,8,1439,275,51168,29,56,0.517857142857143,0.384137066908696,1,1,39
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2005,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",49.5,0,0,0,8,1439,275,51168,29,56,0.517857142857143,0.398215388732575,1,1,40
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2006,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",55.25,12,0,7,8,1439,275,51168,29,56,0.517857142857143,0.444472731868177,1,1,41
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2007,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",41.5,0,0,0,8,1439,275,51168,29,56,0.517857142857143,0.333857346109128,1,1,42
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2008,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",45.5,4,0,1,8,1439,275,51168,29,56,0.517857142857143,0.366036367420851,1,1,43
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2009,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",48,8,0,0,8,1439,275,51168,29,56,0.517857142857143,0.386148255740678,1,1,44
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2012,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",21,7,0,1,8,1439,275,51168,29,56,0.517857142857143,0.168939861886547,1,1,47
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2013,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",10,7,0,0,8,1439,275,51168,29,56,0.517857142857143,0.080447553279308,1,1,48
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2014,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",14,6,0,0,8,1439,275,51168,29,56,0.517857142857143,0.112626574591031,1,1,49
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2015,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",14,8,0,0,8,1439,275,51168,29,56,0.517857142857143,0.112626574591031,1,1,50
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2016,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",11,0,0,0,8,1439,275,51168,29,56,0.517857142857143,0.0884923086072388,1,1,51
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2017,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",25.5,0,0,21,8,1439,275,51168,29,56,0.517857142857143,0.205141260862235,1,1,52
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2018,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",17,8,0,0,8,1439,275,51168,29,56,0.517857142857143,0.136760840574824,1,1,53
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2019,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",21,6,0,0,8,1439,275,51168,29,56,0.517857142857143,0.168939861886547,1,1,54
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2020,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",24.75,6.5,0,0,8,1439,275,51168,29,56,0.517857142857143,0.199107694366287,1,1,55
"CA-BC-BCR-05","CA-BC-BroughtonStrait",2021,"CA","BC",5,-127.000006,50.583321,202647.071379515,"Northern Pacific Rainforest",21,16,1.5,0,8,1439,275,51168,29,56,0.517857142857143,0.168939861886547,1,1,56
"CA-BC-BCR-05","CA-BC-CampbellRiver",1973,"CA","BC",5,-125.2333,50.0167,202647.071379515,"Northern Pacific Rainforest",32,0,0,0,15,1439,275,51168,29,56,0.517857142857143,0.257432170493786,2,1,8
"CA-BC-BCR-05","CA-BC-CampbellRiver",1974,"CA","BC",5,-125.2333,50.0167,202647.071379515,"Northern Pacific Rainforest",63,8,0,0,15,1439,275,51168,29,56,0.517857142857143,0.50681958565964,2,1,9
"CA-BC-BCR-05","CA-BC-CampbellRiver",1975,"CA","BC",5,-125.2333,50.0167,202647.071379515,"Northern Pacific Rainforest",45,5,0,0,15,1439,275,51168,29,56,0.517857142857143,0.362013989756886,2,1,10
"CA-BC-BCR-05","CA-BC-CampbellRiver",1976,"CA","BC",5,-125.2333,50.0167,202647.071379515,"Northern Pacific Rainforest",65.8,5,0,0,15,1439,275,51168,29,56,0.517857142857143,0.529344900577847,2,1,11
"CA-BC-BCR-05","CA-BC-CampbellRiver",1977,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",44.1,0,0,0,15,1439,275,51168,29,56,0.517857142857143,0.354773709961748,2,1,12
"CA-BC-BCR-05","CA-BC-CampbellRiver",1978,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",53.3,1,0,0,15,1439,275,51168,29,56,0.517857142857143,0.428785458978712,2,1,13
"CA-BC-BCR-05","CA-BC-CampbellRiver",1979,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",57,5,0,0,15,1439,275,51168,29,56,0.517857142857143,0.458551053692056,2,1,14
"CA-BC-BCR-05","CA-BC-CampbellRiver",1980,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",61,0,0,0,15,1439,275,51168,29,56,0.517857142857143,0.490730075003779,2,1,15
"CA-BC-BCR-05","CA-BC-CampbellRiver",1981,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",53,0,0,0,15,1439,275,51168,29,56,0.517857142857143,0.426372032380332,2,1,16
"CA-BC-BCR-05","CA-BC-CampbellRiver",1982,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",58,0,0,1,15,1439,275,51168,29,56,0.517857142857143,0.466595809019986,2,1,17
"CA-BC-BCR-05","CA-BC-CampbellRiver",1983,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",60.8,0,0,0,15,1439,275,51168,29,56,0.517857142857143,0.489121123938193,2,1,18
"CA-BC-BCR-05","CA-BC-CampbellRiver",1984,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",62,7,0,0,15,1439,275,51168,29,56,0.517857142857143,0.49877483033171,2,1,19
"CA-BC-BCR-05","CA-BC-CampbellRiver",1985,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",43,4,0,0,15,1439,275,51168,29,56,0.517857142857143,0.345924479101024,2,1,20
"CA-BC-BCR-05","CA-BC-CampbellRiver",1987,"CA","BC",5,-125.208804,49.966567,202647.071379515,"Northern Pacific Rainforest",55.5,40,0,0,15,1439,275,51168,29,56,0.517857142857143,0.446483920700159,2,1,22
